epoch,loss,val_loss
0,553.1122304796919,313.04008589772616
1,300.21229263097734,713339516.9941176
2,306.44282065218783,42633.74851289637
3,269.50082727912246,8279541.192922794
4,255.47853419898465,7012.9277045754825
5,258.6888391463514,2464.623493890201
6,243.927275606602,126793.90633114085
7,239.22335864054082,106229.94512724035
8,233.7524637414241,369.474437270445
9,232.41046381522483,177.27891203655915
10,256.42787576497295,1152.7205977271585
11,243.44876098976178,883.002544706008
12,226.92140501136555,278.5420792635749
13,223.72862087592645,470.7198809960309
14,257.5751426657672,719.8988045243656
15,226.4399234621506,373.66924695127153
16,221.31277804455172,369.13303712115567
17,218.7853602412582,434.56182252659517
18,216.87219074820112,447.731047966901
19,216.85605427965788,425.43572806470536
20,214.2817396478454,379.27239728534926
21,216.65323690325488,403.8544845609104
22,213.27497532459807,398.18178594533134
23,212.31510027315426,443.1922180344077
24,210.1498919825,485.85302398064556
25,210.1275498750851,393.1397103590124
26,209.36785666819497,435.66051742609807
27,207.90184671368834,429.6042678047629
28,207.9135461951512,435.5795025769402
29,206.18875138914305,397.28822773765114
30,205.38353605140432,419.42186786146726
31,204.69411397696226,414.78727823706237
32,204.02669401973586,417.47237024307253
33,204.6051474846755,470.1428332525141
34,204.6327489949,434.3492855184218
35,202.64801651689615,455.4563869195826
36,202.0930730366412,433.211695393394
37,202.6546684992881,454.9147628840278
38,201.1115491649362,401.7625639550826
39,200.64739075660825,423.45359006489025
40,216.4146744693871,407.91480380226585
41,203.24308982588735,403.94636358373305
42,201.58378584440058,386.60111276963175
43,199.70103915024137,419.276593244777
44,202.36320519183246,376.61622780912063
45,198.96426831700978,395.3058342148276
46,199.18470724081752,377.86132681510026
47,198.0527281331843,448.9119824381436
48,197.67386713992477,430.36354972053977
49,181.18126940427385,578.9396052136141
50,2.314067368411112,594.868181963528
51,1.3976737499624539,667.8578880197862
52,1.0512051342688347,638.7026581371532
53,1.002524410114987,616.2468146268059
54,0.780722308057534,697.5865367104026
55,0.6781894799068072,627.4733958917506
56,0.5966212886726876,597.8073583490708
57,0.6103277320257647,570.842644663418
58,3.5602722903120023,576.8366320553948
59,1.4002367110599026,617.4147288210252
60,0.59793933288077,638.7046070435468
61,0.48296133680319187,579.445660495758
62,0.4423985797672037,584.4081007115981
63,0.402207087068457,569.6475437500898
64,0.5722130890380056,569.8945396591636
65,0.36666551770001804,564.9521612391752
66,0.6052714239535354,561.3376272538129
67,0.7627479410891325,555.6348581482382
68,0.3386161525795826,562.7494915625629
69,0.3086039239808252,545.7867482970743
70,0.31144663874269024,574.4645472414353
71,0.518423660587953,576.6129831257988
72,0.33834202545242675,572.92306841121
73,0.27112252714317553,566.0533747897429
74,0.2600476703076441,569.7056663737577
75,0.2643341777924225,659.1096218557918
76,0.30450525940608375,565.7357324992909
77,0.29646933395678676,568.8463004729327
78,1.3233146854323408,569.756722427817
79,0.2739740739851642,569.0311399011051
